"Titular","Fuente","Posteado","Descripcion","Link"
"Oil giant Saudi Aramco sees 2020 profits drop to $49 billion | Business | Journal Gazette","Fort Wayne Journal Gazette","4 days ago","Saudi Arabia’s state-backed oil giant Aramco announced Sunday that its profits nearly halved in 2020 to $49 billion, a big drop that came as the novel coronavirus pandemic ...","https://www.journalgazette.net/business/20210321/oil-giant-saudi-aramco-sees-2020-profits-drop-to-49-billion"
"Oil giant Saudi Aramco sees 2020 profits drop to $49 billion","Associated Press","5 days ago","Saudi Arabia’s state-backed oil giant Aramco announced Sunday that its profits nearly halved in 2020...","https://apnews.com/article/dubai-saudi-arabia-united-arab-emirates-health-coronavirus-pandemic-672f523f199c133b4b9c819eea5acf6b"
"New Mexico adopts rules to curb emissions from oil industry","Houston Chronicle","2 hours ago","New Mexico oil and gas regulators on Thursday adopted new rules to limit most venting and flaring in the oilfield as a way to reduce methane emissions. The Oil< ...","https://www.chron.com/news/article/New-Mexico-adopts-rules-to-curb-emissions-from-16053195.php"
"Crude Oil Lower; European Lockdowns Spur Demand Worries By Investing.com","Investing.com","17 hours ago","Crude oil prices weakened Thursday over doubts about the speed of the recovery in global oil demand...","https://uk.investing.com/news/commodities-news/crude-oil-lower-european-lockdowns-spur-demand-worries-2332795"
"Oil bust, and pandemic, leave Houston with nation's highest office vacancy rate","FOX 26 Houston","3 days ago","Houston office vacancy rates are the highest among major cities in the country. HOUSTON - As oil...","https://www.fox26houston.com/news/oil-bust-and-pandemic-leave-houston-with-nations-highest-office-vacancy-rate"
"Oil Pulls Back After Surge With Suez Canal Blockage in Focus By Bloomberg","Investing.com","2 days ago","The blockage has led to a gridlock of vessels waiting to pass. The bounce in oil following the canal...","https://uk.investing.com/news/commodities-news/oil-pulls-back-after-surge-with-suez-canal-blockage-in-focus-2332252"
"Oil Dictates Foreign Exchange And The Rest | Investing.com","Investing.com","2 days ago","Ashraf informed members of the Whatsapp Broadcast Group about the broken neckline in US crude oil,...","https://www.investing.com/analysis/oil-dictates-foreign-exchange-and-the-rest-200569126"
"Oil futures mark first climb in 6 sessions, suffer a more than 6% weekly loss","MarketWatch","6 days ago","Oil futures ended sharply higher on Friday, getting a boost, in part, due to reports of an attack on...","https://www.marketwatch.com/story/oil-futures-mark-first-climb-in-6-sessions-suffer-a-more-than-6-weekly-loss-2021-03-19?siteid=yhoof2&yptr=yahoo"
"Now That Oil Prices Are Up, What’s Keeping U.S. Production Down? | Investing.com NG","Investing.com","11 hours ago","Oil prices have remained solidly above the $55 per barrel range (both Brent and WTI) since the...","https://ng.investing.com/analysis/now-that-oil-prices-are-up-whats-keeping-us-production-down-61820"
"Oil Companies Meet With Biden Administration To Address Carbon Emissions","WBUR Boston","2 days ago","Executives from 10 of the oil industry’s biggest companies convened at the White House Monday to discuss policies that would make it more expensive to emit greenhouse gas emissions that contribute to climate change.","https://www.wbur.org/hereandnow/2021/03/23/oil-biden-climate-carbon"
"In shift, oil industry group backs federal price on carbon","Tri-City Herald","3 hours ago","The oil and gas industry's top lobbying group on Thursday endorsed a federal price on carbon dioxide...","https://www.tri-cityherald.com/news/business/national-business/article250208405.html"
"Oil Tumbles 4% As Demand Worries Usurp Market By Investing.com","Investing.com","3 days ago","Such a reflex barely existed between the end of October and mid-March as the hype over OPEC+...","https://uk.investing.com/news/commodities-news/oil-tumbles-4-as-demand-worries-usurp-market-2330770"
"Oil Tumbles 4% As Demand Worries Usurp Market By Investing.com","Investing.com","3 days ago","Such a reflex barely existed between the end of October and mid-March as the hype over OPEC+...","https://www.investing.com/news/commodities-news/oil-tumbles-4-as-demand-worries-usurp-market-2454806"
"Oil Tumbles 4% As Demand Worries Usurp Market By Investing.com","Investing.com","3 days ago","Such a reflex barely existed between the end of October and mid-March as the hype over OPEC+...","https://ph.investing.com/news/commodities-news/oil-tumbles-4-as-demand-worries-usurp-market-368213"
"Oil Tumbles 4% As Demand Worries Usurp Market By Investing.com","Investing.com","3 days ago","Such a reflex barely existed between the end of October and mid-March as the hype over OPEC+...","https://ca.investing.com/news/commodities-news/oil-tumbles-4-as-demand-worries-usurp-market-2391919"
"UPDATE 1-Oil falls as demand concerns trump Suez Canal disruptions","Investing.com","17 hours ago","Oil prices fell more than 1% as fresh coronavirus lockdowns revived worries about demand for oil...","http://in.investing.com/news/update-1oil-falls-as-demand-concerns-trump-suez-canal-disruptions-2660923"
"Oil steadies but Europe pandemic outlook knocks demand hopes By Reuters","Investing.com","7 days ago","Oil prices edged up on Friday, but were still down more than 8% for the week as a new wave of...","https://ca.investing.com/news/commodities-news/oil-steadies-but-europe-pandemic-outlook-knocks-demand-hopes-2388907"
"The island where it rained oil","Washington Post","1 day ago","Two hours after midnight in this island paradise, a cloudy vapor rose from a massive oil refinery and floated over nearby homes as quietly as a ghost....","https://www.washingtonpost.com/climate-environment/interactive/2021/biden-environmental-justice-refinery-st-croix/"
"Exclusive: Emails show Big Oil's hand in school officials' ""dishonest"" claim on Biden climate policy","Salon.com","2 days ago","Oil and gas industry advocates were involved in an ""unusual"" effort by five top state education...","https://www.salon.com/2021/03/24/exclusive-big-oil-pushed-school-officials-to-make-dishonest-claims-on-biden-climate-policy/"
"Oil Edges Lower Near $61 With Near-Term Demand Concerns in Focus By Bloomberg","Investing.com","4 days ago","Fuel consumption is facing a setback after some countries in Europe extended or reimposed lockdowns,...","https://www.investing.com/news/commodities-news/oil-edges-lower-near-61-with-nearterm-demand-concerns-in-focus-2454084"
"Oil Industry Titans Vow Climate Collaboration With White House","Bloomberg","3 days ago","Chief executives of some of the largest U.S. oil companies promised to collaborate with the Biden...","https://www.bloomberg.com/news/articles/2021-03-22/oil-industry-titans-vow-climate-collaboration-with-white-house"
"Oil slump deepens as Europe faces pandemic lockdowns","WHTC 1450 Holland","7 days ago","TOKYO (Reuters) - Oil prices fell on Friday, extending losses for a sixth day as a new wave of COVID-19 infections wash across Europe, spurring new lo...","https://whtc.com/2021/03/18/oil-slump-deepens-as-europe-faces-pandemic-lockdowns/"
"Oil giant Saudi Aramco sees 2020 profits drop to $49 billion","Macon Telegraph","5 days ago","Saudi Arabia’s state-backed oil giant Aramco announced Sunday that its profits nearly halved in 2020...","https://www.macon.com/news/article250100819.html"
"U.S. Stocks Climb While Oil Falls Amid Suez Block: Markets Wrap","Bloomberg via Yahoo Finance","2 hours ago","Oil tumbled after a rally spurred by the blockage of the Suez Canal. Banks and transportation...","https://finance.yahoo.com/news/asia-stocks-look-mixed-u-232646780.html"
"UPDATE 9-Oil prices drop 4% as new lockdowns undermine hopes for economic recovery By Reuters","Investing.com","17 hours ago","Oil prices fell 4% per barrel on Thursday, extending a string of market weakness on renewed...","https://au.investing.com/news/commodities-news/update-1oil-falls-as-demand-concerns-trump-suez-canal-disruptions-2315878"
"Stocks Slump, With Tech Leading Decline; Oil Jumps: Markets Wrap","Bloomberg via Yahoo Finance","1 day ago","Oil jumped after the Suez Canal was blocked by a giant container ship. Zoom Video Communications...","https://finance.yahoo.com/news/asia-stocks-slip-u-drop-210117639.html"
"Oil giant Saudi Aramco sees 2020 profits drop to $49 billion","The Idaho Statesman","5 days ago","Saudi Arabia’s state-backed oil giant Aramco announced Sunday that its profits nearly halved in 2020...","https://www.idahostatesman.com/news/business/article250100819.html"
"Oil giant Saudi Aramco sees 2020 profits drop to $49 billion","The News & Observer","5 days ago","Saudi Arabia’s state-backed oil giant Aramco announced Sunday that its profits nearly halved in 2020...","https://www.newsobserver.com/news/article250100819.html"
"Oil giant Saudi Aramco sees 2020 profits drop to $49 billion","The Rock Hill Herald","5 days ago","Saudi Arabia’s state-backed oil giant Aramco announced Sunday that its profits nearly halved in 2020...","https://www.heraldonline.com/news/article250100819.html"
"Oil giant Saudi Aramco sees 2020 profits drop to $49 billion","Modesto Bee","5 days ago","Saudi Arabia’s state-backed oil giant Aramco announced Sunday that its profits nearly halved in 2020...","https://www.modbee.com/news/article250100819.html"
"Oil giant Saudi Aramco sees 2020 profits drop to $49 billion","Las Vegas Sun","5 days ago","Saudi Arabia’s state-backed oil giant Aramco announced Sunday that its profits nearly halved in 2020 to $49 billion, a big drop that came as the coronavirus pandemic roiled ...","https://lasvegassun.com/news/2021/mar/21/oil-giant-saudi-aramco-sees-2020-profits-drop-to-4/"
"Oil Still on a Bumpy Path to Recovery Despite Price Swerve","Bloomberg via Yahoo Finance","4 days ago","U.S. President Joe Biden just signed a $1.9 trillion economic rescue package into law, prompting...","https://finance.yahoo.com/news/oil-still-bumpy-path-recovery-050000759.html"
"Oil Still on a Bumpy Path to Recovery Despite Price Swerve By Bloomberg","Investing.com","4 days ago","Consumption of gasoline, diesel and jet fuel are at the highest in more than a year. U.S. President...","https://ph.investing.com/news/commodities-news/oil-still-on-a-bumpy-path-to-recovery-despite-price-swerve-366926"
"Oil Still on a Bumpy Path to Recovery Despite Price Swerve By Bloomberg","Investing.com","4 days ago","Consumption of gasoline, diesel and jet fuel are at the highest in more than a year. U.S. President...","https://uk.investing.com/news/commodities-news/oil-still-on-a-bumpy-path-to-recovery-despite-price-swerve-2329213"
"Oil Still on a Bumpy Path to Recovery Despite Price Swerve By Bloomberg","Investing.com","4 days ago","Consumption of gasoline, diesel and jet fuel are at the highest in more than a year. U.S. President...","https://au.investing.com/news/commodities-news/oil-still-on-a-bumpy-path-to-recovery-despite-price-swerve-2313121"
"Oil Still on a Bumpy Path to Recovery Despite Price Swerve By Bloomberg","Investing.com","4 days ago","Consumption of gasoline, diesel and jet fuel are at the highest in more than a year. U.S. President...","https://ca.investing.com/news/commodities-news/oil-still-on-a-bumpy-path-to-recovery-despite-price-swerve-2390187"
"Oil Still on a Bumpy Path to Recovery Despite Price Swerve By Bloomberg","Investing.com","4 days ago","Consumption of gasoline, diesel and jet fuel are at the highest in more than a year. U.S. President...","https://www.investing.com/news/commodities-news/oil-still-on-a-bumpy-path-to-recovery-despite-price-swerve-2452929"
